WNB0012.9+8418    0 12 57.17  84 18  9.5   0 16 14.67  84 34 49.4  S        56      60    0   0   0  2.0 WNP85_000
WNB0013.1+8224    0 13  6.83  82 24  4.4   0 16 13.25  82 40 44.3  S        28      28    0   0   0  2.2 WNP80_000
WNB0013.1+8047    0 13  7.17  80 47 30.1   0 16  7.65  81  4 10.0  S        22      20    0   0   0  2.1 WNP80_000
WNB0013.3+7755    0 13 20.19  77 55 23.8   0 16 14.34  78 12  3.7  S        34      48   70  59  88  2.4 WNP80_000
WNB0013.4+8746    0 13 24.97  87 46 49.7   0 18  5.11  88  3 29.2  S        35      39    0   0   0  2.2 WNP85_000
WNB0013.4+7548    0 13 27.91  75 48 28.0   0 16 19.01  76  5  7.9  S        36      38    0   0   0  2.3 WNP75_000
WNB0013.5+7934    0 13 34.01  79 34 23.6   0 16 31.94  79 51  3.4  S        13      12    0   0   0  2.3 WNP80_000
WNB0013.5+7900    0 13 35.13  79  0 13.5   0 16 31.78  79 16 53.3  M      9079    9981   61  53  16  2.6 WNP80_000
WNB0013.5+7900A   0 13 25.84  78 58 43.3   0 16 22.19  79 15 23.1  C        19      21    0   0   0  2.6 WNP80_000
WNB0013.5+7900B   0 13 35.12  79  0 13.4   0 16 31.77  79 16 53.2  C      9079    9959   60  53  16  2.6 WNP80_000
WNB0013.7+8343    0 13 43.64  83 43 16.8   0 16 59.02  83 59 56.5  S        11      10    0   0   0  2.1 WNP85_000
WNB0013.8+8444    0 13 53.65  84 44 36.4   0 17 18.19  85  1 16.0  S        14       7    0   0   0  1.9 WNP85_000
WNB0013.9+7936    0 13 55.52  79 36 19.1   0 16 54.12  79 52 58.8  S        12      13    0   0   0  2.3 WNP80_000
WNB0014.0+8610    0 14  2.76  86 10 40.1   0 17 48.65  86 27 19.6  S        52      85   88  54   4  2.3 WNP85_000
WNB0014.0+7538    0 14  3.86  75 38  3.0   0 16 55.44  75 54 42.6  S        10      14    0   0   0  2.3 WNP75_000
WNB0014.0+8118    0 14  4.66  81 18 28.2   0 17  8.68  81 35  7.8  S       688     688    0   0   0  2.0 WNP80_000
WNB0014.0+8148    0 14  4.72  81 48 39.2   0 17 10.69  82  5 18.8  S        10      17   88  57 173  2.0 WNP80_000
WNB0014.1+8038    0 14  6.94  80 38 36.2   0 17  8.78  80 55 15.8  S       219     232   57  54  11  2.1 WNP80_000
WNB0014.1+8015    0 14  7.32  80 15 55.5   0 17  8.03  80 32 35.1  S        17      17    0   0   0  2.1 WNP80_000
WNB0014.2+7925    0 14 17.33  79 25 32.7   0 17 16.07  79 42 12.3  S        60      58    0   0   0  2.4 WNP80_000
WNB0014.3+7851    0 14 18.40  78 51 14.3   0 17 15.82  79  7 53.9  M        11      29  122  64  67  2.6 WNP80_000
WNB0014.3+7851A   0 14  6.14  78 51 12.3   0 17  3.24  79  7 51.9  C        11      14    0   0   0  2.6 WNP80_000
WNB0014.3+7851B   0 14 29.18  78 51 14.7   0 17 26.87  79  7 54.2  C        10      15    0   0   0  2.6 WNP80_000
WNB0014.3+8217    0 14 23.86  82 17 17.0   0 17 32.64  82 33 56.5  S        32      36    0   0   0  2.1 WNP80_000
WNB0014.4+7536    0 14 25.85  75 36  9.8   0 17 17.81  75 52 49.4  S        67      65    0   0   0  2.3 WNP75_000
WNB0014.4+7751    0 14 26.79  77 51 59.9   0 17 22.38  78  8 39.4  S        14      14    0   0   0  2.4 WNP80_000
WNB0014.6+7542    0 14 37.06  75 42 29.6   0 17 29.38  75 59  9.1  S        19      22    0   0   0  2.3 WNP75_000
WNB0014.6+7646    0 14 38.03  76 46 18.8   0 17 31.95  77  2 58.3  S        36      37    0   0   0  2.4 WNP75_000
WNB0014.9+7523 p  0 14 58.66  75 23 52.6   0 17 50.97  75 40 32.0  S        69      66    0   0   0  2.3 WNP75_000
WNB0015.0+8253    0 15  0.28  82 53 16.6   0 18 13.64  83  9 55.9  S        12      32  106  70 157  2.1 WNP85_000
WNB0015.1+8438    0 15  6.03  84 38 36.9   0 18 33.50  84 55 16.1  S        10       9    0   0   0  1.9 WNP85_000
WNB0015.1+7729    0 15  9.70  77 29 34.9   0 18  5.56  77 46 14.2  S        24      24    0   0   0  2.5 WNP75_000
WNB0015.2+7916    0 15 12.43  79 16 47.2   0 18 12.26  79 33 26.5  M        37      56   92  48 143  2.5 WNP80_000
WNB0015.2+7916A   0 15  9.08  79 17  2.6   0 18  8.83  79 33 41.9  C        37      39    0   0   0  2.5 WNP80_000
WNB0015.2+7916B   0 15 23.62  79 15 50.3   0 18 23.70  79 32 29.5  C        10      15    0   0   0  2.5 WNP80_000
WNB0015.3+7811    0 15 18.96  78 11  2.7   0 18 16.41  78 27 41.9  S      1814    2160   65  54 142  2.4 WNP80_000
WNB0015.7+7705    0 15 47.82  77  5  8.7   0 18 43.77  77 21 47.8  S        12      29   96  75 152  2.4 WNP75_000
WNB0015.9+8522    0 15 54.23  85 22 25.6   0 19 33.84  85 39  4.5  S        29      29    0   0   0  2.1 WNP85_000
WNB0015.9+7925    0 15 59.71  79 25  9.9   0 19  1.16  79 41 48.9  S        15      18    0   0   0  2.4 WNP80_000
WNB0016.0+8554    0 16  4.91  85 54  2.1   0 19 54.41  86 10 40.9  S        18      17    0   0   0  2.2 WNP85_000
WNB0016.1+7742    0 16  7.58  77 42  7.1   0 19  5.16  77 58 46.0  S        18      28   77  57  74  2.4 WNP75_000
WNB0016.2+8206    0 16 16.63  82  6  7.5   0 19 28.63  82 22 46.4  S        13      20    0   0   0  2.1 WNP80_000
WNB0016.2+7523    0 16 17.89  75 23 50.1   0 19 11.70  75 40 29.0  S       278     285    0   0   0  2.3 WNP75_000
WNB0016.3+7700    0 16 21.56  77  0 38.0   0 19 18.10  77 17 16.9  S        13      20    0   0   0  2.4 WNP75_000
WNB0016.3+8140    0 16 23.27  81 40 33.2   0 19 33.44  81 57 12.0  M       105     153   91  47 152  2.0 WNP80_000
WNB0016.3+8140A   0 16 14.51  81 41 13.0   0 19 24.43  81 57 51.9  C        58      57    0   0   0  2.0 WNP80_000
WNB0016.3+8140B   0 16 28.06  81 40 11.1   0 19 38.37  81 56 49.9  C       105      96    0   0   0  2.0 WNP80_000
WNB0016.6+8151    0 16 38.07  81 51 37.4   0 19 49.62  82  8 16.2  S        18      16    0   0   0  2.0 WNP80_000
WNB0016.8+8022    0 16 53.28  80 22 59.6   0 19 59.22  80 39 38.3  S      1059    1207   62  53  23  2.1 WNP80_000
